Name,Discount_Price_RUB,Original_Price_RUB,Rating,Recommend_Percentage,Review_Count,Volume_ml,Brand_7days,Brand_9 wishes,Brand_aden,Brand_age 20s,Brand_alix avien,Brand_all star,Brand_alvin d'or,Brand_anaminerals,Brand_anastasia,Brand_anastasia beverly hills,Brand_anny,Brand_arive makeup,Brand_art-visage,Brand_artdeco,Brand_augustinus bader,Brand_b.colour professional,Brand_bandi,Brand_base of sweden,Brand_be trendiy,Brand_beauty bomb,Brand_beauty creations,Brand_beautydrugs,Brand_bellezzetta,Brand_belor design,Brand_berenice,Brand_bernovich,Brand_beter,Brand_bh,Brand_bibity bobity,Brand_billion dollar brows,Brand_bionike,Brand_blondesister,Brand_bobbi brown,Brand_bodyography,Brand_bperfect,Brand_brigitte bottier,Brand_brookesia,Brand_byredo,Brand_catkin,Brand_catrice,Brand_charme,Brand_chatte noire,Brand_christina fitzgerald,Brand_chupa chups,Brand_cinti,Brand_clarins,Brand_climtcosmetics,Brand_clinique,Brand_clio,Brand_clé de peau beauté,Brand_couleur caramel,Brand_cremorlab,Brand_darling*,Brand_dasique,Brand_dear dahlia,Brand_deborah milano,Brand_delilah,Brand_dior,Brand_divage,Brand_duft & doft,Brand_eclipsegel,Brand_elian russia,Brand_emi,Brand_era minerals,Brand_erborian,Brand_essence,Brand_estrade,Brand_estée lauder,Brand_eva mosaic,Brand_farres,Brand_felinger,Brand_fmgt,Brand_focallure,Brand_for me by gold apple,Brand_for your,Brand_frenchi,Brand_funky monkey,Brand_ga de,Brand_gerlinka,Brand_ghalior paris,Brand_givenchy,Brand_glitter things beauty,Brand_golden rose,Brand_guerlain,Brand_hanzo steel,Brand_heimish,Brand_i heart revolution,Brand_imagic,Brand_influence beauty,Brand_inglot,Brand_innovator cosmetics,Brand_into you,Brand_jane iredale,Brand_jeanmishel,Brand_kaizer,Brand_kaizer professional,Brand_kevyn aucoin,Brand_kiki,Brand_kiko milano,Brand_klepach.pro,Brand_kosma,Brand_kristall minerals cosmetics,Brand_l'arte del bello,Brand_l'oreal paris,Brand_landa branda,Brand_laura mercier,Brand_lavelle collection,Brand_layla cosmetics,Brand_lei,Brand_letique cosmetics,Brand_lilo,Brand_limboss,Brand_limoni,Brand_love generation,Brand_lucas' cosmetics,Brand_lukky,Brand_luna,Brand_luxvisage,Brand_ma:nyo,Brand_mac,Brand_magie academie,Brand_make u make,Brand_make up factory,Brand_make up for ever,Brand_make up secret,Brand_makeup revolution,Brand_mama mia,Brand_manly pro,Brand_matilda,Brand_maturski,Brand_mavala,Brand_max philip,Brand_meizer,Brand_miamitats,Brand_mikhailova,Brand_mishlav,Brand_miss tais,Brand_miss w pro,Brand_mixit,Brand_mixsoon,Brand_mkatl cosmetics,Brand_model rock,Brand_moveli,Brand_muzigae mansion,Brand_naj oleari,Brand_nikk mole,Brand_ninelle,Brand_nk beauty,Brand_note,Brand_nouba,Brand_odry,Brand_off-white,Brand_okolo,Brand_orjena,Brand_orly,Brand_pamadama,Brand_parisa cosmetics,Brand_pastel cosmetics,Brand_pat mcgrath labs,Brand_ph.hubby,Brand_pink flash,Brand_poeteq,Brand_profusion,Brand_provoc,Brand_pupa,Brand_purobio cosmetics,Brand_pusy,Brand_rad,Brand_radiant professional make-up,Brand_red cookies,Brand_relouis,Brand_relove revolution,Brand_revolution pro,Brand_rimalan,Brand_rink,Brand_rodial,Brand_roubloff beauty,Brand_rouge bunny rouge,Brand_runail professional,Brand_ruta,Brand_scinic,Brand_serdar kambarov,Brand_seven7een,Brand_shary,Brand_shik,Brand_shinewell,Brand_shiseido,Brand_shu,Brand_simihaze,Brand_sisley,Brand_sistersinheels,Brand_sitisilk,Brand_sophin,Brand_stagenius,Brand_starway,Brand_stellary,Brand_strikeslips,Brand_tabu makeup,Brand_tf cosmetics,Brand_the saem,Brand_tnl professional,Brand_tom ford,Brand_topface,Brand_toplash cosmetics,Brand_truyu,Brand_uvinion,Brand_v&a,Brand_viseart,Brand_vivienne sabo,Brand_wet n wild,Brand_yadah,Brand_yllozure,Brand_yves rocher,Brand_zeesea,Brand_зефирка,Brand_мануфактура дом природы,Category_bb-крем,Category_bb-крем для лица,Category_cc крем для лица,Category_автоматический водостойкий карандаш для бровей,Category_автоматический водостойкий карандаш для губ,Category_автоматический карандаш для бровей,Category_автоматический карандаш для глаз,Category_автоматический карандаш для глаз и губ,Category_автоматический карандаш для губ,Category_антивозрастной тональный крем для лица spf15,Category_база под макияж spf50+,Category_бальзам для губ,Category_бальзам-стик для макияжа,Category_бальзам-тинт для губ,Category_бархатная матовая помада,Category_бархатная помада-стик для губ spf 50,Category_баф для полировки ногтей,Category_блекс для губ придающий объем spf15,Category_блеск,Category_блеск для глаз,Category_блеск для губ,Category_блеск для губ ухаживающий,Category_блеск для увеличения объема губ,Category_блеск-желе для губ,Category_блеск-плампер для губ,Category_блеск-уход для губ,Category_блестки для тела и лица,Category_бронзер для лица компактный,Category_бронзирующая компактная пудра,Category_бронзирующая компактная пудра с эффектом сияния,Category_валики силиконовые 1 пара,Category_ванночка для мытья кистей,Category_вв крем 2 в 1,Category_виниловая подводка для глаз,Category_водостойкая объемная тушь для ресниц,Category_водостойкая подводка для глаз,Category_водостойкая тушь для ресниц,Category_водостойкая цветная подводка для глаз,Category_водостойкая цветная тушь для ресниц,Category_водостойкий карандаш для бровей,Category_водостойкий консилер,Category_водостойкий тональный крем,Category_воздушная компактная пудра,Category_выравнивающий тональный крем для лица,Category_высокопигментированные тени для век,Category_высокоточная кисть для тонального средства,Category_гель для бровей,Category_гель для бровей и ресниц с суперфиксацией,Category_гель для бровей сильной фиксации,Category_гель для фиксации бровей,Category_гель скульптурный низкой вязкости для ногтей,Category_гель-блеск для губ,"Category_гель-глиттер для волос, лица и тела",Category_гель-глиттер для лица и тела,Category_гель-лак,Category_гель-лак для ногтей,Category_гель-лак однотонный,Category_гель-лак с миксом частиц,Category_глиттер для лица и тела,Category_глянцевая помада для губ,Category_глянцевая помада-бальзам для губ,Category_губная помада,Category_губная помада увлажняющая,Category_губная помада устойчивая,Category_двойная точилка для карандашей,Category_двойной стик-хайлайтер,Category_двойные румяна в стике,Category_двустороннее зеркало с увеличением (в ассортименте),Category_двусторонняя щетка для ногтей,Category_дышащий кислородный лак для ногтей,Category_жидкая губная помада,Category_жидкая матовая губная помада,Category_жидкая матовая помада,Category_жидкая матовая помада для губ,Category_жидкая подводка для век,Category_жидкая подводка для глаз,Category_жидкая помада,Category_жидкая помада для губ,Category_жидкая помада для губ с матовым финишем,Category_жидкая помада и бальзам для губ,Category_жидкая помада и блеск для губ 2 в 1,Category_жидкая помада-блеск для губ,Category_жидкая помада-тинт,Category_жидкая помада-тинт для губ,Category_жидкие румяна-кушон для лица,Category_жидкие тени для век,Category_жидкие тени-глиттер для век,Category_жидкий консилер с кисточкой,Category_жидкий хайлайтер для лица,Category_зеркало с увеличением (в ассортименте),Category_изогнутая кисть для жидкой подводки,Category_инструмент для маникюра 3 в 1,Category_инструмент для маникюра 3 в 1 (в ассортименте),Category_карандаш для бровей,Category_карандаш для бровей водостойкий,Category_карандаш для бровей с прямым грифелем,Category_карандаш для бровей со щеточкой,Category_карандаш для век,Category_карандаш для глаз,Category_карандаш для губ,Category_карандаш для губ автоматический,Category_карандаш для макияжа лица и тела,Category_карандаш контурный для глаз,Category_карандаш косметический контурный,Category_карандаш механический для глаз,Category_карандаш-каял для глаз,Category_карандаш-контур для губ,Category_карандаш-помада,Category_карандаша для бровей,Category_керлер для ресниц,Category_кисть веерная,Category_кисть для бровей,Category_кисть для губ,Category_кисть для консилера,Category_кисть для консилера двусторонняя,Category_кисть для консилера и корректора,Category_кисть для контуринга двойная,Category_кисть для контуринга кремовых текстур,Category_кисть для коррекции и детальной проработки,Category_кисть для кремовых продуктов и консилера,Category_кисть для кремовых текстур,Category_кисть для лица,Category_кисть для лица и тела,Category_кисть для макияжа,Category_кисть для макияжа глаз,Category_кисть для макияжа для тональной основы,Category_кисть для макияжа лица,Category_кисть для мелких деталей,Category_кисть для нанесения помады,Category_кисть для нанесения пудры,Category_кисть для пудры,Category_кисть для растушевки теней,Category_кисть для растушевки теней и карандаша,"Category_кисть для растушевки теней и консилера, большая","Category_кисть для растушевки тона, румян и контуринга",Category_кисть для румян,Category_кисть для теней,Category_кисть для теней короткая,Category_кисть для хайлайтера,Category_кисть и щеточка для бровей,Category_кисть с горизонтальным краем для подводки,Category_клей для накладных ресниц,Category_клиппер для педикюра,Category_коврик для мытья кистей,Category_компактная кисть кабуки для макияжа,Category_компактная матовая пудра,Category_компактная пудра,Category_компактная пудра для лица,Category_компактные румяна для лица,Category_компактный скульптор для лица,Category_компактный хайлайтер для лица,Category_консилер,Category_консилер spf 34,Category_консилер в стике spf 27,Category_консилер для лица,Category_консилер с эффектом сияния,Category_консилер-корректор для лица,Category_консилер-сыворотка для лица,Category_контур для глаз,Category_корректор,Category_корректор для лица кремовый,Category_косметичка,Category_кремово-пудровые румяна с эффектом сияния,Category_кремовые румяна для лица,Category_кремовые тени для век,Category_кремовые тени для глаз,Category_кремовые тени с эффектом сияния,Category_кремовые тени-стик для век,Category_кремовый карандаш для губ,Category_кремовый пигмент для макияжа,Category_кристаллы для лица,Category_круглая кисть для растушевки,Category_кусачки для кутикулы,Category_кусачки для маникюра,Category_кусачки для педикюра,Category_кушон,Category_кушон для лица,"Category_кушон для лица spf 50+, pa ++++",Category_кушон и рефил spf 50+,Category_лайнер для губ,Category_лак для ногтей,Category_лак для ногтей голографический,Category_лак для французского маникюра,Category_магнитные накладные ресницы и подводка для глаз,Category_маникюрные ножницы,Category_маркер для бровей,Category_масло для губ,Category_масло-блеск для губ,Category_матирующая база под макияж,Category_матирующая и фиксирующая пудра,Category_матирующая пудра для лица,Category_матирующая рассыпчатая пудра,Category_матирующие салфетки для лица в рулоне,Category_матирующие салфетки для лица для проблемной кожи,Category_матирующие салфетки для лица со спонжем,Category_матирующий праймер для лица,Category_матирующий тональный крем для лица,Category_матовая губная помада,Category_матовая губная помада (сменный блок),Category_матовая помада,Category_матовая помада для губ,Category_матовая помада-бальзам для губ,Category_матовый консилер,Category_механический карандаш для губ,Category_минеральная пудра hd,Category_минеральные тени для век,Category_минеральный пигмент,Category_моделирующий карандаш для бровей,Category_мраморные румяна,Category_мультифункциональный стик для макияжа,Category_мыло для фиксации бровей,Category_набор,Category_набор аппликаторов для макияжа,Category_набор для дизайна,Category_набор для макияжа глаз,Category_набор для макияжа губ,Category_набор для ресниц: тушь и щипцы для завивки,Category_набор кистей для макияжа,Category_набор косметики для глаз,Category_набор косметики для девочек,Category_набор пинцетов,Category_набор рефилов карандаша для бровей,Category_набор с эпоксидной смолой,Category_набор теней,Category_накладные ресницы,Category_насыщенные тени для век,Category_неприличная тушь,Category_ножницы для кутикулы,Category_ножницы для маникюра,Category_нюдовая губная помада,Category_объемная тушь с микроаппликатором 3d,Category_одиночные тени для век,Category_основа для макияжа губ,Category_основа под макияж,Category_основа под макияж с эффектом сияния spf 35 pa++,Category_оттеночная рассыпчатая пудра для лица,Category_оттеночный бальзам для губ,Category_палетка бронзатор,Category_палетка глиттеров для макияжа,Category_палетка для глаз,Category_палетка для лица,Category_палетка для лица 3 в 1,Category_палетка для сияния лица,Category_палетка матовых теней для век,Category_палетка матовых теней для век 04,Category_палетка матовых теней для век 08,Category_палетка матовых теней для век 10,Category_палетка перламутровых теней для век 02,Category_палетка перламутровых теней для век 05,Category_палетка перламутровых теней для глаз,Category_палетка пустая на 3 оттенка,Category_палетка теней,Category_палетка теней для век,Category_палетка теней для глаз,Category_палетка теней и румян,Category_палетка тенейдля век,Category_палитра пустая,Category_палитра теней для век,Category_палочки для кутикулы,Category_паста для бровей,Category_переводные тату,Category_перламутровые тени для век,Category_пигмент для макияжа глаз и век,Category_пигмент спаркл для глаз,Category_пигмент-тени для век,Category_пигментированный карандаш для глаз,Category_пилка,Category_пилка прямая,Category_пилочка для ногтей,Category_пилочка для ногтей из закаленного стекла,Category_пинцет для бровей,Category_пинцет для бровей (в ассортименте),Category_пинцет прямой,Category_питательный блеск для губ spf 4,Category_повязка для волос,Category_подарочный набор,Category_подарочный набор для макияжа,Category_подводка для глаз,Category_подводка-глиттер для век,Category_подводка-лайнер для глаз,Category_подводка-маркер для век,Category_подводка-фломастер для глаз,Category_подсвечивающая тональная основа для макияжа,Category_полигель моделирующий для наращивания ногтей,Category_помада,Category_помада - карандаш для губ,Category_помада в стике,Category_помада для бровей,Category_помада для губ,Category_помада для губ жидкая ультра-стойкая,Category_помада для губ кремовая,Category_помада для губ матовая,Category_помада для губ нежная матовая,Category_помада для губ с эффектом увеличения,Category_помада для губ увлажняющая,Category_помада для губ устойчивая,Category_помада матовая для губ,Category_помада насыщенная матовая,Category_помада с сияющим эффектом,Category_помада тинт жидкая матовая,Category_помада-бальзам для губ,Category_помада-блеск для губ,Category_помада-карандаш для губ,Category_помада-мусс для губ,Category_помада-румяна для губ и лица,Category_праймер для лица,Category_праймер для ресниц,Category_праймер-эссенция под макияж,Category_прибор для удаления мозолей,Category_прозрачный гель-фиксатор для бровей с эффектом ламинирования,Category_пудра,Category_пудра для лица,Category_пудра для лица рассыпчатая,Category_пудра для создания контура,Category_пудра компактная тональная для свежего безупречного покрытия,Category_пудра-компакт,Category_пудра-румяна,Category_пудра-финиш для лица,Category_пятицветные тени для век,Category_рассыпчатая матирующая минеральная пудра,Category_рассыпчатая фиксирующая пудра,Category_ресницы для наращивания,Category_рефил водостойкого карандаша для бровей,Category_рефил матирующих салфеток в рулоне,Category_румяна,Category_румяна в стике,Category_румяна для лица,Category_румяна для лица жидкие,Category_румяна компактные,Category_румяна-компакт,Category_румяна-помада для лица,Category_румяна-стик,Category_румяна-хайлайтер для лица с мерцанием,Category_сатиновая помада для губ,Category_сатиновые тени для век,Category_сверкающая пудра для глаз,Category_сверхестественный консилер-корректор,Category_сияющая губная помада,Category_сияющая и полуматовая губная помада,Category_сияющий блеск для губ,Category_скошенная кисть,Category_скошенный магнитный пинцет для бровей в ассортименте,Category_скульптор для лица,Category_скульптурирующее средство для лица,Category_смягчающий и увлажняющий бальзам для губ,Category_солевой раствор для бровей,Category_солнцезащитная база для сияния и ровного тона кожи лица spf20,Category_солнцезащитная база для сияния кожи лица spf 20,Category_солнцезащитный бальзам-праймер для лица spf 50+ / pa+++,Category_спонж для макияжа,Category_средство для удаления липкого слоя,Category_станок для педикюра с лезвием,Category_стик 3 в 1,Category_стик для контуринга,Category_стик- хайлайтер,Category_стикеры для ногтей,Category_стойкая жидкая матовая помада,Category_стойкая жидкая помада для губ,Category_стойкая тональная основа-кушон spf 50+ pa++++,Category_стойкая увлажняющая помада для губ,Category_стойкие румяна для лица с регулируемой интенсивностью,"Category_стойкие фитотени для век ""сияние""",Category_стойкий корректор для лица,Category_стойкий лак для ногтей,Category_стойкий мультифункциональный консилер,Category_супер-гель для бровей,Category_супертонкая подводка для глаз,Category_супертонкий карандаш для бровей,Category_сыворотка для роста ресниц и бровей,Category_татуировки,Category_тающий бальзам для губ,Category_тени,Category_тени для век,Category_тени для век (рефил),Category_тени для век в рефиле,Category_тени для век жидкие,Category_тени для век запеченные,Category_тени для век кремовые,Category_тени для век тройные,Category_тени для век четырехцветные,Category_тени для глаз,Category_тени для глаз кремовые муссовые,Category_тени-карандаш для век,Category_термотушь 38 °c с эффектом натуральных ресниц,Category_термотушь для ресниц,Category_тинт для губ,Category_тинт для губ и щек,"Category_тинт для губ, щек, век",Category_тинт-лайнер для бровей,Category_толстый матовый карандаш для губ,Category_тональная основа,Category_тональная основа spf 15,Category_тональная основа для лица,Category_тональная основа для лица spf 35 pa++,Category_тональная основа и корректор для лица,Category_тональная основа мусс для лица,Category_тональная основа-кушон spf 50+ pa+++,Category_тональная основа-кушон spf 50+ pa++++,Category_тональная основа-кушон spf40,Category_тональная основа-кушон для лица spf 50+,Category_тональная основа-тинт для лица spf 30,Category_тональное средство с эффектом сияния,Category_тональное средство-кушон spf50+/pa+++,Category_тональное средство-флюид,Category_тональное средство-флюид с эффектом естественного сияния,Category_тональный крем,Category_тональный крем spf 15,Category_тональный крем spf 20,Category_тональный крем spf15,Category_тональный крем для лица,Category_тональный крем с эффектом сияния,"Category_тональный крем, придающий сияние",Category_тональный крем-корректор,Category_тональный крем-тинт для лица spf 15,Category_тональный крем-уход,Category_тональный стик,Category_тональный флюид,Category_тональный флюид для лица,Category_тональный флюид с эффектом матового покрытия,Category_тонкая подводка для глаз,Category_точечный консилер для проблемной кожи,Category_точилка для косметических карандашей,Category_тушь для бровей,Category_тушь для объема и удлинения ресниц,Category_тушь для объемных и подкрученных ресниц,Category_тушь для ресниц,Category_тушь для ресниц объемная,Category_тушь для ресниц подкручивающая,Category_тушь для ресниц с эффектом лисьего взгляда,Category_тушь для ресниц с эффектом сценического объёма,Category_тушь для ресниц с эффектом ультраобъема,Category_тушь для удлинения и объема ресниц,Category_тушь цветная для ресниц,Category_увлажняющая губная помада,Category_увлажняющая компактная кремовая тональная основа spf 20,Category_увлажняющая помада для губ,Category_увлажняющий блеск для губ,Category_увлажняющий вв крем-кушон для лица,Category_увлажняющий вв крем-кушон для лица spf15+,Category_увлажняющий крем с тональным эффектом spf 30,Category_увлажняющий тинт для губ,Category_укрепляющий лак для ногтей,Category_ультрасияющий блеск для губ,Category_устойчивая губная помада,Category_устойчивое тональное средство spf15,Category_устойчивый тональный крем spf10,Category_устойчивый тональный фитокрем,Category_футляр для помады,Category_хайлайтер,Category_хайлайтер для лица,Category_хайлайтер-стик,Category_хна для бровей,Category_хна для бровей в саше,Category_цветная подводка для глаз,Category_цветная тушь для ресниц,Category_четырехцветные тени для век,Category_шабер для маникюра,Category_щипцы для завивки ресниц,Category_щипцы для кутикулы,Category_энциклопедия контуринга,Category_эргономичный спонж для макияжа
fluffy mist loose powder,0.14547693992062408,0.16180714498955118,0.8,0.76,0.018606117943866286,0.0496605930689532,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
petits fours lilas,0.15471465717804847,0.13274952731615086,0.8500000000000001,0.77,0.001261431725007884,0.042515183994283674,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
nice gesture,0.04194607910223074,0.04866155836401632,0.875,0.84,0.037054556922106595,0.017506252232940334,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
